Store Number,Store Name,Address,Latitude,Longitude
3925,Allen Solly Allen Solly Store,Marathahalli,0.000000,0.000000
4211,Allen Solly ALLEN SOLLY,"Allen Solly, West Krishna Plaza, Lakshmipuram Main Road, Guntur",16.312325,80.425270
11,Allen Solly AS Mainline Banjara Hills,"ALLEN SOLLY , Shop no:86, Ground floor, Road no:2, Near LV Prasad eye Hospital, Banjara hills, Hyderabad-500034 Telangana",28.570833,78.431580
19,Allen Solly Kukatpally,"Allen Solly, G1 Ground floor H, No MIG , 5, Road No 1, KPHP Colony, Kukatpally, Hyderabad , 500072",17.492832,78.402275
49,Allen Solly AS Mainline Himayathanagar,"Allen Solly, Shop No. 3-6-150, Himayatnagar, Hyderabad, Telangana - 500029",17.402250,79.483612
69,Allen Solly AS Mainline Dilsukhnagar,"Allen Solly No.17-109,Plot No.2&3,Chaitanyapuri,Dilsukhnagar,Hyd-500060,Telangana State",17.368639,78.388863
89,Allen Solly AS Mainline Habsiguda,"Allen Solly, H No1 - 31/1A, Block 3, Plot No 2/B, Part of G block, Habsiguda main road, Hyderabad - 500007",17.692528,78.915443
132,Allen Solly AS Mainline GVK Mall,"allen solly, shop no 7 & 8 gvk one mall 1st floor. banjara hills road no 1. 500032",17.419611,78.448303
133,Allen Solly AS Women Forum Sujana Mall,"Allen solly Womens, shop no 202 second floor forum sujana Mall kukatapally JNTU road ,hyderabad 500072, 040-30534141",17.483999,78.388863
134,Allen Solly AS Mainline Forum Sujana Mall,"Allen solly, #122,Forum Sujana Mall Kukkatpally, Hyderabad.AP 500072",17.483999,78.388863
135,Allen Solly AS Junior GVK,"ALLEN SOLLY JUNIOUR, Shop no:09, GVK Mall, Road no:01, Banjara Hills, Hyderabad-500034",17.420029,78.448196
1659,Allen Solly AS Mainline Kukatapally,"Allen Solly, G1 Ground floor H, No MIG - 5, Road No 1, KPHP Colony, Kukatpally, Hyderabad - 500072",17.492832,78.402275
4105,Allen Solly Allen Solly,"Allen solly,L3 04 &05, L&T Metro Mall( Next) B7 Nagarjuna Hills, Panjagutta, Hyderabad,Telangana 500082",18.520399,73.856697
61,Allen Solly AS Mainline Rajamudry,"Allen solly , SS Towers , Opp : greenpark restuarant , Danavaipeta , Rajahmundry . AP -533101.",17.006639,81.785278
9,Allen Solly AS Mainline Ripples Mall,"Allen Solly, Ripples Mall , Shop no: G0 6 GF, Mg road, Vijayawada -520010. ph no- 0866 2464025",16.506174,80.648018
96,Allen Solly AS Mainline Mogalarajapuram,"Allen Solly,D No.40-1-150, Beside MVR shopping Mall, MG Road, Vijayawada - 520 010",16.506174,80.648018
4611,Allen Solly Allen Solly,"Allen Solly, VSN one, VSN estates, D. No: 59-13-34/1A,Gayathri Nagar, Vijawada-520008",0.000000,0.000000
5,Allen Solly AS Mainline DABAGARDENS,"Allen Solly, City plaza building, 30-15-136, Dhaba garden main rd, dhaba garden Vizag-530020",17.715778,83.302109
57,Allen Solly AS Mainline Siripuram,"Allen solly Shop No 10-1-42 / A, CBM compound Up lands raod siripuram main road, Visakhapatam Andhra Prades 530003",17.724972,83.316193
74,Allen Solly AS Women GS Road,"Allen Solly NO. 125, Bora service Ulubari, GS road Guwahati, 781007",26.170584,91.762810
75,Allen Solly AS Junior GS Road,"Allen Solly, Junior Store, No-125/A, Bora Service, Ulubari, GS Road, Guwahati-781007",26.170584,91.762810
98,Allen Solly AS Junior Boring Rd,"Allen Solly Junior, lata kunj apartment boring road patna 800001",25.613972,85.117165
13,Allen Solly AS Mainline Phase 7 Mohali,"Allen Solly , SCF-88 , Phase- 7 Market , SAS Nagar , Mohali , Punjab -160062",30.716307,76.707138
50,Allen Solly Solly Jeans SECTOR 17,"Allen Solly, SCO 20, Sector 17E, Chandigarh - 160017",30.740019,76.777657
79,Allen Solly AS Mainline Sector 17,"Solly Jeans, SCO-11, Near Indian Coffee House ,sector 17E, Chandigarh -160017",30.740862,76.780746
152,Allen Solly AS Mainline L & T Chandigarh,"Allen solly, No-126, 1st Floor, 178-178A, Elante Mall by L&T Industrial Area - Phase - 1, Chandigarh - 160002",30.705587,76.801147
153,Allen Solly AS Women L & T Elante,"Solly Women, Shop number 226, 2nd floor, Elante Mall, Chandigarh - 160002",30.705389,76.801247
2343,"Allen Solly Elante Mall, Chandigarh","Allen Solly, Shop No 126/127, 1st floor, Elante Mall, Industrial Area, Phase 1, Chandigarh - 160002",30.705601,76.801300
6,"Allen Solly AS Mainline CP F Block, Delhi","ALLEN SOLLY, F-13, Inner Circle, Cannught Place, New Delhi - 110 001.",10.026778,77.220390
31,Allen Solly AS Mainline Paschim Vihar,"Allen Solly No A-3/ 263, Ground Floor, Paschim Vihar, New Delhi - 110063",28.669971,77.106857
38,Allen Solly AS Mainline South Ex,"Allen Solly, F40, South Ex Part 1, South Ex, New Delhi - 110049",28.569111,77.219330
45,Allen Solly AS Mainline Rajauri garden,"Allen Solly, F-138, Ground floor, Rajouri garden Market, New Delhi - 110027",28.642694,77.123085
51,Allen Solly AS Mainline Lajpat nagar,"Allen solly ,E -20/B ,Veer Savarkar Road, Lajpat nagar II ,New Delhi, 110024",28.570223,77.241142
67,Allen Solly AS Mainline Kamlanagar,"Allen Solly,Shop No. 21, SPARK, Mandela Chowk, Kamlanagar, Delhi-110007",28.680805,77.203857
82,Allen Solly AS Mainline SAKET,"Allen Solly, Shop no. 05, First Floor, Select City Walk Mall, Saket, Plot no. 943, District Centre, New Delhi - 110017",28.528557,77.219444
83,Allen Solly AS Mainline City Center Mall,"Allen Solly, Shop No 20 & 21, citi Center Mall, Plot 1b3, Sector 10, Rohini Twin district center 1, New Delhi - 110085",28.716972,77.114418
84,Allen Solly AS Mainline V3S Mall,"Allen Solly,Shop no-81 & 88,V3S Mall , Laxmi Nagar,East Centre,ND-110092.",28.629444,77.274246
85,Allen Solly Solly Jeans Kamalanagar,"Solly Jeans Com Shop No 28-UA,Ground floor Jawahar Nagar,Bunglow Road Delhi 110007",28.680338,77.208168
87,Allen Solly AS Women Select City Walk Mall,"Solly Women, Select City Mall, First Floor, Shop Number -1 Saket 110017",13.058667,77.219444
128,Allen Solly AS Mainline Pacific Mall,"Allen Solly, Pacific Mall, Shop No 30 FF, Near Subhash Nagar Metro, Najafgarh road, Khayala New Delhi - 110018",28.642305,77.106277
2320,Allen Solly Solly WW Select City Walk Mall,"Solly Women, Select City Mall, First Floor, Shop Number -1 Saket 110017",28.528118,77.215340
4603,Allen Solly Allen Solly,"Allen solly, First floor shop-155 Vegas mall dwarka New delhi-110078",28.613001,77.095100
4610,Allen Solly Allen Solly,"Allen Solly, UG1-5, Ground Floor, Kurtakar Regency, Isidore Baptista Road, Margao Goa- 403601",0.000000,0.000000
37,Allen Solly AS Mainline Miramar,"Allen solly ,kamala house D.B. Marg opp. magsons super market center ,miramar ,panjim GOA -403001",15.487556,73.813278
33,Allen Solly AS Mainline Alpha One,"Allen Solly Shop no G-15, AlphaOne mall, Opp Vastrapur Lake, Ahmedabad-380054",18.565390,73.806664
177,Allen Solly AS Mainline ISCON,"Allen Solly,Shop no 233 & 234,Iscon Mega Mall,S.G.Highway,Ahmedabad - 380054",23.030443,72.508057
179,Allen Solly AS Mainline CGROAD,"Allen Solly, Shop No 1, Raindrop building, C.G Road, Opp. Cargo Motors, Ahmedabad - 380006",23.028473,72.558472
4239,Allen Solly Allen Solly,"Allen Solly, Sanghavi Sadan Complex, Near- Jagnath Police Choki, Dr. Yagnik Road, Rajkot-360001",22.303900,70.802200
4573,Allen Solly Allen Solly,"Sanghavi Sadan Complex, Near- Jagnath Police Choki, Dr Yagnik Rd, Rajkot, Gujarat 360001",22.303900,70.802200
35,Allen Solly AS Mainline VR Mall,"Allen Solly, F 303 VR Mall, Dummas road, Surat 395007",21.145779,72.756920
18,Allen Solly Seven Seas Mall,"Allen Solly, Shop No 9, Ground Floor, Seven Seas Mall, Fateh Gunj, Vadodara , 390002",22.307159,73.181221
20,"Allen Solly AS Mainline Inorbit Mall, Baroda","Allen Solly G-25,Inorbit Mall, Nr.gunjan twore, subhanpura, Gorwa Road, Vadodara pin-390003",22.322124,73.165886
97,Allen Solly AS Mainline Vadodara,ALLEN SOLLY SHOWROOM-34968 A_wing Carnation Complex Plot No.47. Gautam Nagar Vadodara-390007,22.307167,73.181221
4614,Allen Solly Allen Solly,"Allen Solly,Unit No F-20, Inorbit Mall, Survey No. 100(part) lying and situated at Alembic Road, Vadorara in the village - Subhanpura, Vadodara Gujarat- 390023",0.000000,0.000000
141,Allen Solly AS Mainline Crown intiriarz Mall,"Allen Solly, Shop No G33, Crown Interiorz Mall, Main Mathura Road, Faridabad - 121002",28.469889,77.307220
4144,Allen Solly Allen Solly,"Impressions, Shop No. 43A &44, Ground Floor, Mgf Metropolitan Mall, MG ROAD",28.481276,77.078194
4145,Allen Solly Allen Solly,"Impressions, Shop No. 43A &44, Ground Floor, Mgf Metropolitan Mall, MG ROAD",28.481276,77.078194
4146,Allen Solly Allen Solly,"Impressions, Shop No. 43A &44, Ground Floor, Mgf Metropolitan Mall, MG ROAD",28.481276,77.078194
4147,Allen Solly Allen Solly,"Impressions, Shop No. 43A &44, Ground Floor, Mgf Metropolitan Mall, MG ROAD",28.481276,77.078194
4148,Allen Solly Allen Solly,"Impressions, Shop No. 43A &44, Ground Floor, Mgf Metropolitan Mall, MG ROAD",28.481276,77.078194
4149,Allen Solly Allen Solly,"Impressions, Shop No. 43A &44, Ground Floor, Mgf Metropolitan Mall, MG ROAD",28.481276,77.078194
4150,Allen Solly Allen Solly,"Impressions, Shop No. 43A &44, Ground Floor, Mgf Metropolitan Mall, MG ROAD",28.481276,77.078194
4151,Allen Solly Allen Solly,"Impressions, Shop No. 43A &44, Ground Floor, Mgf Metropolitan Mall, MG ROAD",28.481276,77.078194
4152,Allen Solly Allen Solly,"Impressions, Shop No. 43A &44, Ground Floor, Mgf Metropolitan Mall, MG ROAD",28.481276,77.078194
4153,Allen Solly Allen Solly,"Impressions, Shop No. 43A &44, Ground Floor, Mgf Metropolitan Mall, MG ROAD",28.481276,77.078194
4154,Allen Solly Allen Solly,"Impressions, Shop No. 43A &44, Ground Floor, Mgf Metropolitan Mall, MG ROAD",28.481276,77.078194
4155,Allen Solly Allen Solly,"Impressions, Shop No. 43A &44, Ground Floor, Mgf Metropolitan Mall, MG ROAD",28.481276,77.078194
4156,Allen Solly Allen Solly,"Impressions, Shop No. 43A &44, Ground Floor, Mgf Metropolitan Mall, MG ROAD",28.481276,77.078194
4163,Allen Solly Allen solly,"Impressions, Shop No. 43A &44, Ground Floor, Mgf Metropolitan Mall, MG ROAD",28.481276,77.078194
4625,Allen Solly Allen Solly,"Allen Solly, Shop No - SCF-80, Urban Estate II, Hisar - 125001",20.004503,73.769386
123,Allen Solly AS Mainline Kessal mall,"Allen solly,shop no 17/30 kessal mall,sec -17 kurukshera,haryana (136118)",29.970694,76.836555
23,"Allen Solly AS Mainline Sector 8, Panchkula","Allen Solly SCO-388/B, Sector-08, Panchkula, Haryana-134109",30.699778,76.849083
158,Allen Solly AS Junior Bokaro,"Allen Solly Junior, central avenue sector 3/c near city center Bokaro Mall (shop no- 10) Bokaro steel city -827003, jharkhand",23.351528,23.351528
1206,Allen Solly AS Mainline Center Point mall,"Allen Solly Mens,Shop No. G 15 to G 18, Ground Floor, Center Point Mall, Bank More, Dhanbad - 826001. Jharkhand",23.795700,86.430397
34,"Allen Solly AS Mainline Main road, Baroda","Allen Solly 24-25 ,MAIN ROAD, BISTUPUR, OPP. BANK OF BARODA, JAMSHEDPUR-831001",22.793556,86.184303
25,"Allen Solly AS Mainline Main Road, Ranchi","Allen Solly, plot no- 1204, Beside Icici Bank,Main Road, Ranchi-834001",23.349194,85.290810
76,Allen Solly AS Junior Seeta Bhawan,"Allen solly Junior, Seeta Bhawan, Holding no- 736-a1 plot no- 1223, Main Road Ranchi-834001",23.351528,23.351528
182,Allen Solly AS Junior Circular Road,"Allen Solly Junior, Shop No- 01, Plot No- 2306, Circular Road, Ranchi.",23.369694,85.339531
4619,Allen Solly Allen Solly,"""Allen SollyShop No S014Second FloorNucleus MallMS Plot No 1690, Holding No 587, Circilar Road, Lalpur, Ranchi- 834001""",0.000000,0.000000
58,Allen Solly AS Mainline Civil Hospital Road,Allen Solly Cts No 4830/28/D Civil Hospital Road Belgaum 590001,15.869778,74.511948
95,Allen Solly Kirloskar Road,"Allen Solly, Mujawar Building CST No 1749/A2, Kirlosker Road, Belgaum , 590002",15.858972,74.509361
12,Allen Solly Jayanagar,"ALLEN SOLLY, # 346/17, 10th A Main, 27th Cross, 3rd Block, Jayanagar, Bangalore , 560 011",12.930750,77.585251
28,Allen Solly AS Mainline COMM STREET Mens Store,"Allen Solly Showroom, # 163, Commercial Street, Bangalore - 560 001",12.982028,77.608971
40,Allen Solly AS Mainline Brigade Road,"Allen Solly Store, 208, Glenand Building, Brigade Road, Banaglore, Karnataka - 560001",12.974278,77.607666
52,Allen Solly AS Junior Jayanagar New Store,"Allen solly junior,No-7,11th main 3rd block jayanagar 560011.",12.931389,77.586082
62,Allen Solly AS Mainline Koramangala,"Allen Solly, #91,19th Main,Kormangala 6th Block, Bangalore -560095.",12.940020,77.620766
73,Allen Solly Solly Jeans Brigade Rd,"Allen Solly Curzon Complex, composite Municipal No.8, Unit No.1, Ground Floor,Brigade Rd Bangalore - Karnataka 560001",12.973621,77.607513
80,Allen Solly AS Mainline Kammanahalli,"Allen Solly,4m-409,next to alice jewels,kamanahalli main rd 3rd block ,hrbr layout,Kalyanagar,Bangalore-560032",13.023861,77.637054
90,Allen Solly Allen Solly Womens and Kids,"Solly women, #759, Ward No 72,Domlur, HAL 2n, Bangalore 560038",12.971891,77.641151
