Store Number,Store Name,Address,Latitude,Longitude
3898,"Peter England Peter England Store, Prakasraopetha, Vizag","29-2-16, Prakashraopetha, Maharanipeta (P.O.), Vishakapatnam - 530 020.",17.716139,83.300079
3899,"Peter England Peter England Store, CMR Central Mall, Vizag","Shop No. 7, 2nd Floor, CMR Central Mall, New Resapuvanipalem, Visakhapatnam - 530 013.",17.734112,83.318390
3900,"Peter England Peter England Store, Gajuwaka, Vizag","No.10-9-34, Main Road,Gajuwaka,Vishakapatnam-530026",17.676306,83.193390
3901,"Peter England Peter England Generation, Siripuram Main Road, Vishakapatnam","TS no. 71, D.no. 10-1-39/1, LP No. 200/59, Block No.8, Uplands, CBM Compound, Siripuram Main Road, Vishakapatnam 530016",17.724972,83.315140
3902,"Peter England Peter England Store, Subedari Road, Warangal","No.1 & 2, Subedari Main Road, Opp.Arts College for Women, Warangal - 505001.",18.005501,79.572830
3903,"Peter England Peter England Store, Kakatiya University Road, Warangal","No. 5-11-503 & 504, Kandlakanta Complex, Kakathiya University Road, Warangal - 506002.",18.007195,79.569252
3332,"Peter England Peter England Store, Barpeta Road","Main Road, Kandarpa Bhawan , Barpeta Road-781301",26.499971,90.968170
3525,"Peter England Peter England Generation, GS Road, Guwahati","Shop no. 1A, DAG No. 1608 of K.P.Patta No:369, Village Sahar Ulubari Dwitya Khada Under Mouza Ulubari in the district of Kamrup, Guwahati - 781007.",26.168167,91.764915
3526,"Peter England Peter England Store, Fancy Bazar, Guwahati","Dr.Ayaz Arcade, Kamarpatty, Fancy Bazar. Guwahati -781001",26.182693,91.740669
3527,"Peter England Peter England Store, G.S.Road, Guwahati","Christian Basti , Opp Church, G.S.Road, Guwahati-781005",26.155306,91.778893
3528,"Peter England Peter England Store, Zoo Road, Guwahati","GK-2 ,ZOO ROAD, CHANDMARI, GUWAHATI - 781021",26.155306,91.778893
3604,"Peter England Peter England Store, Jorhat","Bata Chowk, Garali , Jorhat-785001",26.760971,94.213219
3720,"Peter England Peter England Store, Nagaon, Assam","A.T.Road, Marwari Patty, Nagaon-782001",26.182667,91.740692
3841,"Peter England Peter England Store, Silchar","Dewanji Bazar, Silchar-788001",24.822832,92.799667
3842,"Peter England Peter England Store, Silchar, Assam","SHOP NO - F9, FIRST FLOOR, GOLDDIGI MALL , SILCHAR (ASSA) 788001",24.822832,92.799667
3860,"Peter England Peter England Store, Tezpur, Assam","Main Road, Adjacent S.B. Manihari Store, Tezpur ( Assam )",26.625055,92.796921
3341,"Peter England Peter England Store, Bhagalpur, Bihar","SURYA , NEAR MARWARI PATHSHALA, Dr RAJENDRA PRASAD ROAD, GHANTA GHAR CHAUK, BHAGALPUR 812001",25.247528,86.979416
3373,"Peter England Peter England Store, Buxar, Bihar","Above Khadim Showroom, Amlatoli, Main Road, Buxar-802101",25.576139,83.979614
3384,"Peter England Peter England Store, Chapra, Bihar","1ST FLOOR, HATHWA MARKET, CHAPRA-841301",25.782778,84.726555
3420,"Peter England Peter England Store, Darbhanga","Rajkumar ganj, Mirzapur Road, Opposite Axis Bank, Darbhanga-846004",26.154194,85.898750
3490,"Peter England Peter England Store, Gaya","Peter England Showroom, Bazaza Road, Gaya, Bihar",24.795721,85.008781
3499,"Peter England Peter England Store, Goaplganj, Bihar","VISHNU COMPLEX ,THANA ROAD,GOPALGANJ-841428",26.453917,84.435165
3531,"Peter England Peter England Store, Hajipur, Bihar","MAHENDRA COMPLEX, YADAV CHOWK, CINEMA ROAD, HAJIPUR (VAISHALI ) - 844101",25.614582,85.153191
3619,"Peter England Peter England Store, Katihar","R P ROAD , Near LIC Building , Katihar ( Bihar) 854105",25.544472,87.568497
3711,"Peter England Peter England Store, Munger","Main Road, Munger-811214",25.377306,86.472725
3762,"Peter England Peter England Store, N.P.Center, Patna","LG-22,N.P.CENTRE,NEW DAKBANGLOW ROAD,PATNA-800001",25.611279,85.120171
3763,"Peter England Peter England Store, Bari Pant, Patna","MAHARAJA SHOPPING COMPLEX,OPP. HATHUA MARKET,BARI PATH, PATNA-800001",25.614582,85.153221
3764,"Peter England Peter England Store, Kankar Bagh, Patna","B-52,P.C.COLONY,KANKARBAGH,PATNA-800020",25.600332,85.151001
3765,"Peter England Peter England Store, Raja Bazar, Patna","VIDYAPEETH MARKET,RAJA BAZAR,PATNA-800001",25.615168,85.120499
3766,"Peter England Peter England Store, Mayurlok Complex, Patna","A-34, A- BLOCK, MAURYALOK COMPLEX, DAKBANGLOW ROAD ,PATNA-800001",25.609583,85.134308
3767,"Peter England Peter England Store, Frazer Road, Patna","G-45, MAHARAJA SHOPPING COMPLEX FRAZER ROAD, PATNA-800001",25.607306,85.138138
3768,"Peter England Peter England Store, Boring Road, Patna","HARIHAR CHAMBER, BORING ROAD, PATNA-800001",25.611279,85.120193
3769,"Peter England Peter England Store, Anishabad, Patna","NEAR SURYA MANDIR, BALAMICHAK MORE, ANISHABAD, PATNA - 800002",25.584278,85.093224
3770,"Peter England Peter England Store, Kankar bagh colony, Patna","Peter England Store, 5-MIGH, Kankarbagh Colony More, Patna-20",25.600332,85.151001
3816,"Peter England Peter England Store, Raxaul, Bihar","Peter England Showroom, Ravi Maskara Shop,? Main Road, Opposite Post Office,?Raxaul",26.983110,84.852386
3844,"Peter England Peter England Store, Sitamarhi","SANKAR CHOWK, SITAMARHI 843301",26.570000,85.518166
3847,"Peter England Peter England Store, Siwan, Bihar","1ST FLOOR,DARBAR MARKET,DARBAR ROAD,SIWAN-841226",26.225000,84.358528
3848,"Peter England Peter England Store, Babunia road, Siwan","Babunia Road, Near Adda No-2, SIWAN. 841226",26.215279,84.361946
3368,"Peter England Peter England Store, Sapela, Bhillai","Shop no. 2/9, 2/10, Akash Ganga, Billai - 490 023.",21.205111,81.354385
3366,"Peter England Peter England Store, Bilaspur, Chattisgarh","Shop No B-1, Rajiv Plaza ,Opp. AXIS BANK Bilaspur- Chhattisgarh",22.076195,82.156334
3367,"Peter England Peter England Store, Rama Magneto Mall, Bilaspur","Shop Number G30, Ground Floor, Rama Magneto Mall, Vaishali Chowk, Bilaspur, Chhattisgarh",22.071806,82.148865
3640,"Peter England Peter England Store, Korba, Chattisgarh","Near SS Plaza , P H Road Korba , Chattisgarh",22.349667,82.700195
3802,"Peter England Peter England Store, Raigarh","Near Central Bank Handi Chowk, Raigarh- Chhattisgarh",21.682028,82.995972
3803,"Peter England Peter England Store, Pandri, Raipur","GF-29, Chhattisgarh City Center Mall Opp. EPF Office, Pandri, Devendra Nagar",21.254972,81.646416
3427,"Peter England Peter England Store, Kamala Nagar, Delhi","No.119, E Block, Kamalanagar, New Delhi - 110 007.",28.683111,77.202972
3428,"Peter England Peter England Store, Lajpat Nagar, Delhi","E-21, Lajpat Nagar, New Delhi - 110 024.",28.570131,77.241158
3429,"Peter England Peter England Store, Janakapuri, Delhi","Shop No. G-5(1),A, Janak Palace, District Centre, Janakapuri, New Delhi - 110 058",28.630142,77.080078
3430,"Peter England Peter England Store, Dwarka, Delhi","Plot no. 6, Shop no. G-2, & G-3, Agarwal Arcade, Sector 12, Dwarka, New Delhi - 110 001.",28.595980,77.049202
3431,"Peter England Peter England Store, City Centre Mall, Rohini","Plot no. 1B3, Shop No. 8, 9 & 10, City Centre Mall, New Delhi - 110 085.",28.716976,77.114189
3432,"Peter England Peter England Store, V3S MALL, Delhi","Shop No.G 42, 43 & 44, V3S Mall, Vikas Marg, Laxmi Nagar, New Delhi - 110 092.",28.637957,77.286446
3433,"Peter England Peter England Store, Pacific Mall, Delhi","Shop No. 9, GF, Pacific Mall, Near Subhash Nagar Metro, Najafgarh Road, Khayala, Delhi - 110 018.",28.642311,77.106628
3434,"Peter England Peter England Store, Karol Bagh, Delhi","Khasra No.1865/1258, Warn No.XVI,Plot No. 64, Block 17-A, WEA, Ajmal Khan Road, Karol Bagh, New Delhi - 110 005.",28.646406,77.189423
3435,"Peter England Peter England Store, Sarojini Nagar Market, Delhi","Shop No. 185, Sarojini Nagar Market, New Delhi - 110 023.",28.576366,77.196671
3436,"Peter England Peter England Store, Lajpat Nagar, Delhi","# J-23 B ,Lajpat Nagar -II New Delhi - 110024",28.576366,77.196671
3437,"Peter England Peter England Store, Sarojini Nagar, Delhi","Shop No.61 & 62,Sarojini Nagar Market ,New Delhi-110023",28.577108,77.196075
3438,"Peter England Peter England Store, Janakplance, Delhi","F-8, Janakplace, District Centre, Janakpuri, Delhi - 110058.",28.630495,77.081131
3439,"Peter England Peter England Store, Dwarka, Delhi","Plot No.15, Shop no. G-1 & G-2, Sector 5, Dwarka, Delhi - 110075.",28.594843,77.053253
3440,"Peter England Peter England Store, Spark Mall, Delhi","101, Mandeliya Road, Spark Mall, Kamalanagar, New Delhi - 110007.",28.680801,77.203911
3441,"Peter England Peter England Store, Malviya Nagar, Delhi","Shop No.13, Old Market, Malviya Nagar, Delhi - 110017.",28.536772,77.212173
3442,"Peter England Peter England Store, Connaught Place, Delhi","No.F-7, F Block, Connaught Place, Delhi 110001",28.631720,77.220886
3443,"Peter England Peter England Store, Kamla Nagar, New Delhi","32, Bangalow Road, Kamla Nagar, New Delhi-110007",28.680803,77.204994
3444,"Peter England Peter England Store, Sector-7, Rohini, New Delhi","H-17/247, Sector-7, Rohini, New Delhi-110085",28.711889,77.115944
3445,"Peter England Peter England Store, Patparganj, New Delhi","A-121, Madhu Vihar, I.P. Extn. Patparganj, New Delhi-110092",28.606640,77.294891
3446,"Peter England Peter England Store, Lajpat Nagar, New Delhi","68, Central Market Lajpat Nagar, New Delhi-110024",28.574499,77.239777
3447,"Peter England Peter England Store, Laxmi Nagar, New Delhi","G-77, Main Market Laxmi Nagar, New Delhi-110092",28.639029,77.291054
3448,"Peter England Peter England Store, Ashok Nagar, Delhi","#56 A, Phase 1, Ashok Vihar, New Delhi - 110 056",28.686193,77.167305
3449,"Peter England Peter England Store, River Mall, Delhi","G-33, Ground Floor,Cross River mall, Karkarduma 110032",28.657360,77.302444
3450,"Peter England Peter England Store, Uttam Nagar, Delhi","WZ-168A, MAIN NAJAFGARH ROAD, UTTAM NAGAR, NEW DELHI 100059",28.622667,77.060028
3451,"Peter England Peter England Store, Mayur Vihar, Delhi","15 Pratap Nagar, Acharya Niketan Market, Mayur Vihar- Phase 1 Delhi 110091",28.606667,77.294891
3452,"Peter England Peter England Store, Okhla, Delhi","G-66 Shaheen Bagh , Noida - Kalandi Kunj Road, Okhla, New Delhi 110025",28.545860,77.298691
3453,"Peter England Peter England Store, Burari, Delhi","Khasra No.775, Ground Floor 100feet road, Main Extended Lal Dora, Village Burari, New Delhi-110085",28.747528,77.198280
3454,"Peter England Peter England Store, Sector 7, Rohini","Shop No.2,14, Pocket C-8, Sector-7, Rohini, New Delhi-110085",28.680918,77.203697
3455,"Peter England Peter England Store, kalkaji, delhi","Kalkaji,Opp Mc Donalds",28.540443,77.257835
3456,"Peter England Peter England Store, Narela, Delhi","Shop #1 , Gautam Colony,Safiyabad Road, Narela",28.866362,77.083832
3457,"Peter England Peter England Store, Puri, New Delhi","D-119, SHOP NO -2VIKAS PURI NEW DELHI",28.634001,77.068611
3458,"Peter England Peter England Store, Shahdara, New Delhi","# Shop No. 246A, Durgapuri Chowk, Shahdara, New Delhi",28.689472,77.294556
3459,"Peter England Peter England Store, Dilshad Garden, Delhi","# L-49A Dilshad Garden, Delhi -110095",28.677944,77.310303
3460,"Peter England Peter England Store, Khanpur, Delhi","# D 8/3, Krishna Park,Khanpur Main Devli Road, Khanpur, Delhi 110080",28.508167,77.232307
3461,"Peter England Peter England Store, Nirman Vihar, Delhi","E-364, Ground Floor Nirman Vihar, Delhi - 110092",28.636139,77.293114
3462,"Peter England Peter England Store, Adharsh Nagar, Delhi","B-1 Majlis Park, Adarsh Nagar, New Delhi",28.717667,77.174583
3463,"Peter England Peter England Store, Yusuf Sarai, Delhi",22/5 YUSAF SARAI NEAR GREEN PARK METRO STATIONS GATE NO 4,28.559917,77.206779
3464,"Peter England Peter England Store, Sarojini Nagar, Delhi","48, Sarojini Nagar Market, Delhi",28.577110,77.196053
3465,"Peter England Peter England Store, Najafgarh, Delhi","416 KH NO 53 MAIN BAZAR, NAJAFGARH, DELHI",28.612944,76.984222
3466,"Peter England Peter England Store, Lodhi Road, New Delhi","Shop No 74, Khanna Market, Lodhi Road, New Delhi",28.582167,77.219780
3467,"Peter England Peter England Store, Mukherjee Nagar, New Delhi","Shop No 1412, Mukherjee Nagar, New Delhi",28.709360,77.201530
4435,Peter England PETER ENGLAND,"PETER ENGLAND SHOP G2,G3 AGGARWAL ARCADE PLOT NO=6 DWARKA SECTOR 12 NEW DELHI 110075",28.595947,77.048950
4692,Peter England PETER ENGLAND,"Peter England Showroom Shop No.-G42,43&44, V3S Mall, Laxmi Nagar, New Delhi-110092",28.637791,77.286560
4175,Peter England Peter England,"Peter England, Shop No. 114, Unitech mall, Great India Place, Noida-201301.",28.567856,77.325943
3497,"Peter England Peter England Store, MG Road, Panaji","Vaglo Building, Mahatma Gandhi Road, Panaji, Goa - 403001.",15.487472,73.824280
3498,"Peter England Peter England Store, Mall De Gao, Goa","F2 & 3, Mall De Goa, Porvorim, Goa 403521",15.525917,73.827332
3891,"Peter England Peter England Store, Vasco da Gama","PETER ENGLAND SHOWROOM, Shop No.1&2, Ground Floor, Gurukrupa Building, Fl Gomes Rd, Pixem Dongri, Vasco da Gama, Goa 403802",15.398833,73.812721
4206,Peter England Peter Engalnd,"Peterv England Showroom Madgar F2 & 3, Mall De Goa,Porvorim,Goa 403521",15.525672,73.827118
645,"Peter England PE Mainline PALDI, AHMEDABAD","2 A/G.F, Bhikubhai Chambers, Near Kocharab Ashram, Paldi, Ahmedabad- 380006",23.016569,72.567223
3257,"Peter England Peter England Store, Himalaya Mall, Ahmedabad","Shop No. 215, First Floor, Himalaya Mall, Ahmedabad, Gujrat - 380 052.",23.039568,72.566002
3258,"Peter England Peter England Store, Alpha One Mall, Ahmedabad","#F6,Alpha mall, Vastrapur Lake ,Ahmedabad -380054",23.040091,72.531113
3259,"Peter England Peter England Store, Prahlad Nagar, Ahmedabad","Unit No. 11, Shivalik Arcade, Beside Havmore Restaurant, Ahmedabad - 380052.",23.011810,75.508034
3260,"Peter England Peter England Store, CG Road, Ahmedabad","Shop No. 1 & 2, Opp BSNL office, Girish cold drinks, CG Road, Navranpura, Ahmedabad - 380009.",23.037149,72.560440
3261,"Peter England Peter England Store, Bapunagar, Ahmedabad","A, 2/3, Matrushakti Society India Colony Road, Thakkarnagar Road, Bapunagar, Ahmedabad - 380024",23.038780,72.634163
3262,"Peter England Peter England Store, Rasna Complex, Ahmedabad","132/2 Rasna Complex , Maninagar cross road, Rly station Road, Maninagr -380008",22.996717,72.607742
3279,"Peter England Peter England Store, Bhalej road, Anand","Shop No. 4, Ramshikar Complex, Near Grid Opp TVS Down Town New Bus Stop Roa, Anand - Gujarat - 388001",22.555981,72.942757
3280,"Peter England Peter England Store, Tulsi Park, Anand","Tulsi Park, Opp. Prathana Vihar Shopping Center, Anand-Vallabh Vidhya Nagar Road, Anand.",22.572481,72.947197
3282,"Peter England Peter England Store, Ankheshwar","Omkar-2, Shop no. 6/7, Opp. GIDC Railway station, Near Lords Plaza,Ankleshwar- 393002, Gujarat",21.622824,73.002235
3328,Peter England Peter England Store,"# 1- 4, Sterling Center, R.C.Dutt Road, Alkapuri, Vadodara- 390007",22.310341,73.173271
3329,"Peter England Peter England Store, Raopura, Baroda","Charak, City Survey No 2/1/A, Raopura Main Road, Opposite Usha Kiran Building, Raopura, Vadodara -390 001 Tel 0265-2436797",22.301529,73.200668
3330,"Peter England Peter England Store, 7 Seas Mall, Baroda","Shop No. 7, Seven Seas Mall, Fateh Gunj, Vadodara - 390 002 Tel 0265 - 2782417",22.332779,73.196808
3331,"Peter England Peter England Store, Inorbit Mall, Baroda","F-24, Inorbit, Gorwa Road, Vadodara, Gujrat - 390003",22.322229,73.165779
4522,Peter England PETER ENGLAND,"Peter EnglandCharak, City Survey No 2/1/A, Raopura Main Road, Opposite Usha Kiran Building, Raopura, Vadodara -390001",0.000000,0.000000
4523,Peter England PETER ENGLAND,"Peter EnglandCharak, City Survey No 2/1/A, Raopura Main Road, Opposite Usha Kiran Building, Raopura, Vadodara -390001",0.000000,0.000000
3342,"Peter England Peter England Store, Bharuch, Gujarat","G-2,Bombay Shopping Center , Station Road, Bharuch - 392001. Gujarat",21.699005,72.983994
3343,"Peter England Peter England Store, Shethana Plaza, Baruch","A-6, Shethana Plaza, Station Road, Bharuch - 392001",21.701981,72.991982
3476,"Peter England Peter England Store, Faizabad","159, Rekabganj, Faizabad - 224001",26.853695,80.948441
3477,"Peter England Peter England Store, Rekabganj, Faizabad","PETER ENGLAND SHOWROOM, 3/3/52, SARAL COMPLEX, REKABGANJ, FAIZABAD",26.778889,82.139053
3361,"Peter England Peter England Store, Bhuj","Shop No. 3,Time Square, Hospital Road Bhuj-370001.",23.243284,69.672470
3486,"Peter England Peter England Store, Gandhidham","DBZ S-42, Near Chawla Chowk, Gandhidham.-370201",23.067774,0.000000
3487,"Peter England Peter England Store, Sector 22, Gandhinagar","699, Main Shopping Center,Opp. Post Office, Sector-22, Gandhinagar",23.196020,72.633324
3488,"Peter England Peter England Store, Gole Bazaar, Ganganagar","6 Public Park, Gole Bazaar, Ganganagar",29.929693,73.871582
3489,"Peter England Peter England Store, Ganganagar, Rajasthan","Sukhadia Circle, Goshala Road, Ganganagar",29.903973,73.876419
3593,"Peter England Peter England Store, Jamnagar, Gujarat","Shop No 2 Apurva Plaza II , Opp Manek Center, Pandit Nehru Marg ,Jamnagar - 361008",22.475780,70.090691
3719,"Peter England Peter England Store, Nadiad","G -7/8, Trimurti Complex , Nadiad - 387001. Gujarat",22.693417,72.859932
3347,"Peter England Peter England Store, Bhavnagar","2, Eva Complex, Opp Gulistha Ground , Wagawadi Road , Bhavnagar -364001. -Gujarat",21.758722,72.145973
3736,"Peter England Peter England Store, Narnaul, Haryana","Sanghi Emporium , Pool Bazaar, Narnaul 260642",28.048668,76.105499
3807,"Peter England Peter England Store, Crystal Mall, Rajkot","Shop No. 112, First Floor, Crystal Mall, Kalawad Road, Rajkot - 360005.",22.281639,70.765999
3808,"Peter England Peter England Store, Yagnik Road, Rajkot","Shop-2/A Ajay appartment, Next to hotel Imperial Palace,Dr. Yagnik Road, Rajkot",22.295944,70.791153
3856,"Peter England Peter England Store, Adjan Road, Surat","G- 4, Time Square, , Nr. Bhulka Bhuvan School, , Adajan Road, Surat - 395009. Gujarat",21.192722,72.799416
3857,"Peter England Peter England Store, Varchha, Surat","1, Ambika Vijay Society, Near JK Petrol Pump, Varachha Main Road, Varachha, Surat-395006",21.220064,72.844063
4521,Peter England PETER ENGLAND,"Peter England, Aditya Birla Fashion and Retail Limited, 11/34,ground & 1st floor, Main road,near Chotalpul,lalgate, Surat, Gujarat - 395003",0.000000,0.000000
3883,"Peter England Peter England Store, Raopura, Vadodara","Opp. Shiyapura Police Gate, Raopura, Vadodara-390001, Gujarat",22.303333,73.200333
3884,"Peter England Peter England Store, Race Course Circle, Baroda","GF 5/6, Trident Complex, Race Course Circle, Baroda - 390007. Gujarat",22.314524,73.165215
3885,"Peter England Peter England Store, Munj Mahuda, Baroda","3-4 Silver Arcade Complex, Akota Road, Munj mahuda, Baroda - 390020. Gujarat",0.000000,73.169205
3886,"Peter England Peter England Store, Navrang Cinema Road, Baroda","Peter England Showroom, Opp. Narmada App. Navrang Cinema Road , Baroda- 390001.",22.301750,73.201385
3887,"Peter England Peter England Store, Vapi","Shop 44 Tirupati Plaza, Vapi-Daman Road,Chala Vapi - 396191",20.384804,72.901985
3275,"Peter England Peter England Store, Ambala Cantt, Ambala","#5557,Nicholson Road, Ambala Cantt-133001",30.369917,76.785919
3276,"Peter England Peter England Store, Jain Nagar, Ambala City","1, Jain Nagar, Ambala City-134 003",30.369944,76.785919
3349,"Peter England Peter England Store, Capital Mall, Bhiwadi","Capital Mall, Bhiwadi",28.201139,76.847832
3350,"Peter England Peter England Store, City Center Mall, Bhiwani","Shop No. 9a & 8d, City Center Mall,Court Road Near Huda Park,Bhiwani-127021",28.816305,76.141136
3478,"Peter England Peter England Store, Nehru Ground, Faridabad","Shop no. 28A, Nehru Ground, NIIT, Faridabad - 121 001.",28.386667,77.313972
3479,"Peter England Peter England Store, Crown Interiors Mall, Faridabad","Shop No.G.36, Crown Interiors Mall, Main Mathura Road, Faridabad - 121 002.",28.414583,77.311470
3523,"Peter England Peter England Store, MGF Metropolitan Mall, Gurgaon","Shop No. 28, 1st Floor, MGF Metropolitan Mall, Mehrauli Gurgaon Road - 122002.",28.481083,77.080193
3524,"Peter England Peter England Store, Adarsh Nagar, Gurgaon","572-2 Adarsh Nagar, New Railway Road, Opp. Auto Stand, Gurgaon-122001",28.464111,77.030251
3542,"Peter England Peter England Store, Hisar","SCF - 74, Commercial Urban Estate - II, Hisar, Haryana - 125 005",29.153860,75.722916
3616,"Peter England Peter England Store, Karnal, Haryana","Shop No. 3, opposite Randhir Cinema, Kunjpura Road, Karnal",29.709000,77.008636
3653,"Peter England Peter England Store, Kessel Mall, Kurukshetra","Shop No. GF - 18/29, Kessel Mall, Sector 17, Kurukshetra - 136 118, Haryana",29.970751,76.836586
3347,"Peter England Peter England Store, Bhavnagar","2, Eva Complex, Opp Gulistha Ground , Wagawadi Road , Bhavnagar -364001. -Gujarat",21.758722,72.145973
